CouncilArea,Date,Price
Monash City Council,1/07/2017,5025000.0
Monash City Council,10/02/2018,1925000.0
Monash City Council,10/03/2018,815000.0
Monash City Council,10/09/2016,0.0
Monash City Council,11/02/2017,1042500.0
Monash City Council,11/03/2017,0.0
Monash City Council,11/11/2017,4657000.0
Monash City Council,12/06/2016,1060000.0
Monash City Council,12/08/2017,2558000.0
Monash City Council,13/05/2017,2691000.0
Monash City Council,13/08/2016,1415000.0
Monash City Council,14/10/2017,13824766.0
Monash City Council,15/07/2017,3459000.0
Monash City Council,16/04/2016,0.0
Monash City Council,16/09/2017,7376000.0
Monash City Council,17/02/2018,4603000.0
Monash City Council,17/03/2018,5580000.0
Monash City Council,17/06/2017,10771000.0
Monash City Council,17/09/2016,4644500.0
Monash City Council,18/03/2017,0.0
Monash City Council,18/11/2017,3872000.0
Monash City Council,19/08/2017,3420000.0
Monash City Council,20/05/2017,2190000.0
Monash City Council,21/10/2017,0.0
Monash City Council,22/04/2017,0.0
Monash City Council,22/05/2016,900000.0
Monash City Council,22/07/2017,4058500.0
Monash City Council,23/09/2017,2680000.0
Monash City Council,24/02/2018,3825000.0
Monash City Council,24/06/2017,0.0
Monash City Council,24/09/2016,0.0
Monash City Council,25/11/2017,1160000.0
Monash City Council,26/08/2017,2780000.0
Monash City Council,27/05/2017,6792000.0
Monash City Council,28/05/2016,1600000.0
Monash City Council,28/10/2017,9441000.0
Monash City Council,29/04/2017,1600000.0
Monash City Council,29/07/2017,0.0
Monash City Council,3/02/2018,0.0
Monash City Council,3/03/2018,2100000.0
Monash City Council,3/06/2017,845000.0
Monash City Council,3/09/2016,1590000.0
Monash City Council,3/09/2017,2328000.0
Monash City Council,4/02/2016,890000.0
Monash City Council,4/03/2017,1200000.0
Monash City Council,6/01/2018,8606000.0
Monash City Council,6/05/2017,0.0
Monash City Council,7/05/2016,2000000.0
Monash City Council,7/10/2017,0.0
Monash City Council,8/07/2017,0.0
Monash City Council,8/10/2016,0.0
Monash City Council,9/09/2017,2490000.0
Monash City Council,9/12/2017,2602000.0
Moonee Valley City Council,1/07/2017,2200000.0
Moonee Valley City Council,10/02/2018,1067500.0
Moonee Valley City Council,10/09/2016,3560000.0
Moonee Valley City Council,10/12/2016,9070000.0
Moonee Valley City Council,11/11/2017,3460000.0
Moonee Valley City Council,12/06/2016,2240000.0
Moonee Valley City Council,12/08/2017,7730000.0
Moonee Valley City Council,12/11/2016,3821999.0
Moonee Valley City Council,13/05/2017,3150000.0
Moonee Valley City Council,14/05/2016,875000.0
Moonee Valley City Council,14/10/2017,3710000.0
Moonee Valley City Council,15/10/2016,5090000.0
Moonee Valley City Council,16/04/2016,7230000.0
Moonee Valley City Council,16/09/2017,1510000.0
Moonee Valley City Council,17/02/2018,910000.0
Moonee Valley City Council,17/03/2018,11205000.0
Moonee Valley City Council,17/06/2017,2851000.0
Moonee Valley City Council,17/09/2016,1853000.0
Moonee Valley City Council,18/03/2017,3165000.0
Moonee Valley City Council,18/06/2016,3455000.0
Moonee Valley City Council,18/11/2017,7985000.0
Moonee Valley City Council,19/08/2017,1600000.0
Moonee Valley City Council,19/11/2016,4250000.0
Moonee Valley City Council,20/05/2017,3890500.0
Moonee Valley City Council,21/10/2017,9970000.0
Moonee Valley City Council,22/04/2017,0.0
Moonee Valley City Council,22/05/2016,3790000.0
Moonee Valley City Council,22/07/2017,1472000.0
Moonee Valley City Council,23/04/2016,0.0
Moonee Valley City Council,23/09/2017,3455000.0
Moonee Valley City Council,24/02/2018,7250000.0
Moonee Valley City Council,24/06/2017,1650000.0
Moonee Valley City Council,24/09/2016,978000.0
Moonee Valley City Council,25/02/2017,1300000.0
Moonee Valley City Council,25/11/2017,5531000.0
Moonee Valley City Council,26/08/2017,1525000.0
Moonee Valley City Council,27/05/2017,3955000.0
Moonee Valley City Council,27/06/2016,960000.0
Moonee Valley City Council,27/11/2016,3056000.0
Moonee Valley City Council,28/05/2016,1160000.0
Moonee Valley City Council,28/08/2016,1530000.0
Moonee Valley City Council,28/10/2017,7445000.0
Moonee Valley City Council,29/04/2017,4326500.0
Moonee Valley City Council,29/07/2017,1315000.0
Moonee Valley City Council,3/03/2018,1556000.0
Moonee Valley City Council,3/06/2017,6516000.0
Moonee Valley City Council,3/09/2016,830000.0
Moonee Valley City Council,3/09/2017,3901000.0
Moonee Valley City Council,3/12/2016,851000.0
Moonee Valley City Council,30/07/2016,880000.0
Moonee Valley City Council,4/03/2017,7426000.0
Moonee Valley City Council,4/06/2016,3625000.0
Moonee Valley City Council,6/01/2018,3250000.0
Moonee Valley City Council,6/05/2017,2100000.0
Moonee Valley City Council,6/08/2016,1250000.0
Moonee Valley City Council,7/05/2016,3330000.0
Moonee Valley City Council,7/11/2016,1350000.0
Moonee Valley City Council,8/04/2017,4245000.0
Moonee Valley City Council,8/07/2017,1107500.0
Moonee Valley City Council,8/10/2016,2800000.0
Moonee Valley City Council,9/09/2017,3220000.0
Moonee Valley City Council,9/12/2017,5850000.0
Moorabool Shire Council,18/11/2017,0.0
Moreland City Council,1/07/2017,1501000.0
Moreland City Council,10/03/2018,905000.0
Moreland City Council,10/12/2016,1600000.0
Moreland City Council,11/03/2017,810000.0
Moreland City Council,11/11/2017,2220000.0
Moreland City Council,12/11/2016,790000.0
Moreland City Council,13/08/2016,722000.0
Moreland City Council,14/10/2017,1150000.0
Moreland City Council,15/10/2016,1205000.0
Moreland City Council,16/04/2016,1574000.0
Moreland City Council,17/02/2018,730000.0
Moreland City Council,17/03/2018,0.0
Moreland City Council,17/09/2016,1305000.0
Moreland City Council,18/03/2017,2307000.0
Moreland City Council,18/06/2016,800000.0
Moreland City Council,18/11/2017,3370000.0
Moreland City Council,19/08/2017,2281000.0
Moreland City Council,19/11/2016,1050000.0
Moreland City Council,20/05/2017,5606000.0
Moreland City Council,21/10/2017,780000.0
Moreland City Council,22/04/2017,3340000.0
Moreland City Council,22/07/2017,1790000.0
Moreland City Council,24/02/2018,1050000.0
Moreland City Council,24/09/2016,1217500.0
Moreland City Council,26/08/2017,2525000.0
Moreland City Council,27/05/2017,2545000.0
Moreland City Council,28/10/2017,5697500.0
Moreland City Council,29/07/2017,0.0
Moreland City Council,3/09/2016,930000.0
Moreland City Council,3/09/2017,960000.0
Moreland City Council,3/12/2016,5322500.0
Moreland City Council,30/07/2016,970000.0
Moreland City Council,4/03/2017,850000.0
Moreland City Council,4/06/2016,680000.0
Moreland City Council,6/01/2018,1665000.0
Moreland City Council,6/05/2017,645000.0
Moreland City Council,7/10/2017,875000.0
Moreland City Council,9/12/2017,4800000.0
Nillumbik Shire Council,12/08/2017,898000.0
Nillumbik Shire Council,17/03/2018,750000.0
Nillumbik Shire Council,18/11/2017,0.0
Nillumbik Shire Council,23/09/2017,990000.0
Nillumbik Shire Council,24/06/2017,1550000.0
Nillumbik Shire Council,3/03/2018,970000.0
Nillumbik Shire Council,7/10/2017,0.0
Nillumbik Shire Council,9/09/2017,1100000.0
Port Phillip City Council,10/09/2016,0.0
Port Phillip City Council,10/12/2016,7226000.0
Port Phillip City Council,11/11/2017,5200000.0
Port Phillip City Council,12/08/2017,7375000.0
Port Phillip City Council,14/10/2017,9970000.0
Port Phillip City Council,15/10/2016,0.0
Port Phillip City Council,17/02/2018,5010000.0
Port Phillip City Council,17/03/2018,7440000.0
Port Phillip City Council,17/06/2017,4450000.0
Port Phillip City Council,18/06/2016,4350000.0
Port Phillip City Council,18/11/2017,3200000.0
Port Phillip City Council,19/11/2016,4400000.0
Port Phillip City Council,20/05/2017,2860000.0
Port Phillip City Council,21/10/2017,0.0
Port Phillip City Council,22/05/2016,1615000.0
Port Phillip City Council,23/09/2017,5810000.0
Port Phillip City Council,24/02/2018,7415000.0
Port Phillip City Council,24/06/2017,0.0
Port Phillip City Council,24/09/2016,0.0
Port Phillip City Council,25/11/2017,2925000.0
Port Phillip City Council,26/07/2016,1532000.0
Port Phillip City Council,26/08/2017,5750000.0
Port Phillip City Council,27/06/2016,4075000.0
Port Phillip City Council,27/11/2016,4750000.0
Port Phillip City Council,28/08/2016,1910000.0
Port Phillip City Council,28/10/2017,0.0
Port Phillip City Council,29/04/2017,0.0
Port Phillip City Council,3/03/2018,1920000.0
Port Phillip City Council,3/06/2017,5600000.0
Port Phillip City Council,3/09/2017,0.0
Port Phillip City Council,30/07/2016,2800000.0
Port Phillip City Council,7/05/2016,2260000.0
Port Phillip City Council,8/04/2017,0.0
Port Phillip City Council,9/09/2017,4220000.0
Stonnington City Council,1/07/2017,5200000.0
Stonnington City Council,10/09/2016,6860000.0
Stonnington City Council,10/12/2016,1650000.0
Stonnington City Council,11/03/2017,0.0
Stonnington City Council,11/11/2017,2626000.0
Stonnington City Council,12/08/2017,9550000.0
Stonnington City Council,12/11/2016,2123000.0
Stonnington City Council,13/05/2017,0.0
Stonnington City Council,13/08/2016,7800000.0
Stonnington City Council,14/05/2016,8900000.0
Stonnington City Council,15/07/2017,0.0
Stonnington City Council,15/10/2016,11950000.0
Stonnington City Council,16/09/2017,1715000.0
Stonnington City Council,17/02/2018,1500000.0
Stonnington City Council,17/03/2018,18270000.0
Stonnington City Council,17/06/2017,5720000.0
Stonnington City Council,17/09/2016,8910000.0
Stonnington City Council,18/03/2017,3010000.0
Stonnington City Council,18/06/2016,3400000.0
Stonnington City Council,18/11/2017,2500000.0
Stonnington City Council,19/08/2017,2990000.0
Stonnington City Council,19/11/2016,4240000.0
Stonnington City Council,20/05/2017,3225157.0
Stonnington City Council,21/10/2017,6650000.0
Stonnington City Council,22/05/2016,0.0
Stonnington City Council,22/08/2016,4525000.0
Stonnington City Council,23/04/2016,4200000.0
Stonnington City Council,23/09/2017,6200000.0
Stonnington City Council,24/02/2018,13030000.0
Stonnington City Council,24/06/2017,3600000.0
Stonnington City Council,24/09/2016,1015000.0
Stonnington City Council,25/02/2017,12015000.0
Stonnington City Council,25/11/2017,4500000.0
Stonnington City Council,27/05/2017,0.0
Stonnington City Council,27/06/2016,0.0
Stonnington City Council,27/11/2016,5550000.0
Stonnington City Council,28/05/2016,4250000.0
Stonnington City Council,28/08/2016,0.0
Stonnington City Council,28/10/2017,8215000.0
Stonnington City Council,3/03/2018,13455000.0
Stonnington City Council,3/06/2017,4900000.0
Stonnington City Council,3/09/2016,0.0
Stonnington City Council,3/09/2017,4350000.0
Stonnington City Council,3/12/2016,9074000.0
Stonnington City Council,4/03/2017,7700000.0
Stonnington City Council,6/01/2018,10445000.0
Stonnington City Council,7/05/2016,0.0
Stonnington City Council,9/09/2017,0.0
Stonnington City Council,9/12/2017,17683500.0
Whitehorse City Council,10/09/2016,0.0
Whitehorse City Council,11/11/2017,4740000.0
Whitehorse City Council,15/07/2017,1234000.0
Whitehorse City Council,16/09/2017,3000000.0
Whitehorse City Council,17/02/2018,1000000.0
Whitehorse City Council,17/03/2018,9407000.0
Whitehorse City Council,17/09/2016,1670000.0
Whitehorse City Council,18/11/2017,0.0
Whitehorse City Council,19/08/2017,1360000.0
Whitehorse City Council,21/10/2017,1941000.0
Whitehorse City Council,22/07/2017,926000.0
Whitehorse City Council,23/09/2017,1010800.0
Whitehorse City Council,24/02/2018,980000.0
Whitehorse City Council,24/06/2017,4975500.0
Whitehorse City Council,25/11/2017,1620000.0
Whitehorse City Council,26/08/2017,4410000.0
Whitehorse City Council,27/05/2017,1205000.0
Whitehorse City Council,28/10/2017,11907000.0
Whitehorse City Council,3/02/2018,1225000.0
Whitehorse City Council,3/03/2018,2128888.0
Whitehorse City Council,3/06/2017,1695000.0
Whitehorse City Council,3/09/2017,1203000.0
Whitehorse City Council,6/01/2018,3820000.0
Whitehorse City Council,7/10/2017,1280000.0
Whitehorse City Council,8/07/2017,2285000.0
Whitehorse City Council,9/09/2017,1200000.0
Whittlesea City Council,1/07/2017,1600000.0
Whittlesea City Council,11/11/2017,642000.0
Whittlesea City Council,14/10/2017,1595000.0
Whittlesea City Council,15/07/2017,1012000.0
Whittlesea City Council,17/03/2018,820000.0
Whittlesea City Council,18/11/2017,905000.0
Whittlesea City Council,19/08/2017,597000.0
Whittlesea City Council,22/07/2017,945000.0
Whittlesea City Council,24/02/2018,1496000.0
Whittlesea City Council,25/11/2017,1462000.0
Whittlesea City Council,3/02/2018,0.0
Whittlesea City Council,3/03/2018,2515000.0
Whittlesea City Council,3/06/2017,1820000.0
Whittlesea City Council,3/09/2017,0.0
Whittlesea City Council,6/01/2018,598000.0
Whittlesea City Council,8/07/2017,1302500.0
Whittlesea City Council,9/09/2017,931000.0
Wyndham City Council,1/07/2017,0.0
Wyndham City Council,11/11/2017,585000.0
Wyndham City Council,12/08/2017,0.0
Wyndham City Council,14/10/2017,800000.0
Wyndham City Council,16/09/2017,0.0
Wyndham City Council,17/02/2018,535000.0
Wyndham City Council,17/03/2018,0.0
Wyndham City Council,17/06/2017,0.0
Wyndham City Council,19/08/2017,591000.0
Wyndham City Council,24/02/2018,1455000.0
Wyndham City Council,24/06/2017,0.0
Wyndham City Council,25/11/2017,1582000.0
Wyndham City Council,26/08/2017,0.0
Wyndham City Council,3/02/2018,0.0
Wyndham City Council,4/11/2017,758000.0
Wyndham City Council,6/01/2018,691000.0
Wyndham City Council,7/10/2017,1060000.0
Wyndham City Council,8/07/2017,0.0
Wyndham City Council,9/12/2017,627500.0
Yarra City Council,10/09/2016,3010000.0
Yarra City Council,12/08/2017,5900000.0
Yarra City Council,12/11/2016,0.0
Yarra City Council,13/05/2017,0.0
Yarra City Council,13/08/2016,3310000.0
Yarra City Council,16/04/2016,4089000.0
Yarra City Council,16/07/2016,1180000.0
Yarra City Council,16/09/2017,4585000.0
Yarra City Council,17/03/2018,2210000.0
Yarra City Council,17/06/2017,1425000.0
Yarra City Council,17/09/2016,900000.0
Yarra City Council,18/11/2017,942500.0
Yarra City Council,19/08/2017,1457500.0
Yarra City Council,22/08/2016,1447500.0
Yarra City Council,23/09/2017,1600000.0
Yarra City Council,24/09/2016,3282000.0
Yarra City Council,25/02/2017,1582000.0
Yarra City Council,26/08/2017,0.0
Yarra City Council,27/11/2016,4011000.0
Yarra City Council,29/04/2017,0.0
Yarra City Council,3/03/2018,3560000.0
Yarra City Council,3/06/2017,0.0
Yarra City Council,30/07/2016,1212500.0
Yarra City Council,4/03/2017,3200000.0
Yarra City Council,6/01/2018,0.0
Yarra City Council,8/07/2017,0.0
Yarra Ranges Shire Council,16/09/2017,0.0
Yarra Ranges Shire Council,17/06/2017,0.0
Yarra Ranges Shire Council,25/11/2017,915000.0
